caseid,make_get_guns,gender,ideology,trust_in_gov,religion,race
5133,Same,Female,Moderate,Some of the Time,Few Times A Week,Black
1669,Same,Female,,,Several Times Daily,Black
5004,Same,Male,Moderate,Most Of The Time,Few Times A Week,White
3635,Same,Female,Slightly Conservative,,Several Times Daily,White
3312,Same,Female,Conservative,Some of the Time,Several Times Daily,White
3228,Same,Female,Slightly Liberal,,Never,White
6139,Same,Male,Slightly Conservative,,Several Times Daily,White
4612,Same,Female,Slightly Liberal,,Few Times A Week,White
3559,Same,Female,Conservative,,Several Times Daily,White
4475,Same,Male,,,Once A Week Or Less,White
1244,Same,Male,Slightly Conservative,,Several Times Daily,White
1178,Same,Male,Moderate,Half of the Time,Few Times A Week,Other
3323,Same,Male,Slightly Conservative,Half of the Time,Once A Week Or Less,White
4553,Same,Male,Moderate,,Few Times A Week,Black
6682,Same,Male,Moderate,,Several Times Daily,Hispanic
4981,Same,Female,Slightly Conservative,Some of the Time,Once Daily,White
6599,Same,Female,Conservative,,Never,White
3100,Same,Male,Extremely Liberal,,Never,White
6668,Same,Female,Moderate,,Never,White
5383,Same,Female,Conservative,Some of the Time,Several Times Daily,White
1089,Same,Male,Extremely Conservative,,Several Times Daily,White
1708,Same,Female,Conservative,Half of the Time,,White
688,Same,Female,Extremely Liberal,Some of the Time,Once A Week Or Less,Hispanic
6429,Same,Male,Moderate,,Once A Week Or Less,White
281,Same,Male,Moderate,,Once Daily,White
433,Same,Female,,,Several Times Daily,White
5339,Same,Male,Moderate,Some of the Time,Several Times Daily,Other
5914,Same,Male,Moderate,Always,Once A Week Or Less,Black
5477,Same,Female,,,Several Times Daily,White
5291,Same,Male,Moderate,,Once A Week Or Less,White
3595,Same,Male,Conservative,,Never,White
4811,Same,Male,Conservative,Never,Never,White
6077,Same,Female,Moderate,,Few Times A Week,Hispanic
2052,Same,Female,Moderate,,Few Times A Week,White
3624,Same,Male,Conservative,Some of the Time,Never,White
3738,Same,Male,Slightly Conservative,Never,Few Times A Week,White
4493,Same,Male,Conservative,Some of the Time,Few Times A Week,White
3361,Same,Female,Conservative,,Several Times Daily,White
4176,Same,Male,Moderate,,Never,Black
1897,Same,Male,Slightly Conservative,,Once Daily,Hispanic
5526,Same,Male,Liberal,,Few Times A Week,White
3367,Same,Male,Moderate,,Once Daily,Other
3369,Same,Female,Moderate,,Few Times A Week,Black
3126,Same,Female,Moderate,Half of the Time,Never,White
3616,Same,Female,Conservative,Some of the Time,Several Times Daily,White
4676,Same,Female,Moderate,Never,Several Times Daily,Other
1678,Same,Male,Conservative,Half of the Time,Once A Week Or Less,White
1734,Same,Male,Extremely Liberal,,Several Times Daily,Black
3653,Same,Male,Conservative,,Once Daily,White
6633,Same,Male,Slightly Conservative,,Once Daily,Other
5263,Same,Female,Moderate,,Several Times Daily,Hispanic
4677,Same,Male,Extremely Liberal,Some of the Time,Several Times Daily,White
996,Same,Female,,,Several Times Daily,Black
1186,Same,Male,Slightly Liberal,,Never,Black
3384,Same,Male,Conservative,,Several Times Daily,White
1473,Same,Female,,,Several Times Daily,Black
1721,Same,Male,,Never,Never,White
3701,Same,Male,Conservative,,Never,White
6730,Same,Female,Moderate,,Few Times A Week,Hispanic
1727,Same,Male,Moderate,Some of the Time,Never,Hispanic
3935,Same,Female,Moderate,,Once A Week Or Less,White
5337,Same,Male,Moderate,,Few Times A Week,White
1614,Same,Male,Moderate,,Once Daily,Other
4146,Same,Male,Slightly Conservative,Some of the Time,Several Times Daily,Black
4640,Same,Female,Liberal,Most Of The Time,Once Daily,Black
299,Same,Male,Moderate,,Never,Other
3927,Same,Male,Conservative,,Once Daily,White
1921,Same,Female,,Some of the Time,Never,Other
1584,Same,Female,Slightly Conservative,Never,Several Times Daily,Other
1976,Same,Female,Conservative,,Once Daily,White
1172,Same,Female,,Half of the Time,Never,White
1785,Same,Female,Slightly Conservative,,Once Daily,Black
275,Same,Male,Liberal,,Several Times Daily,White
816,Same,Female,,Half of the Time,Several Times Daily,Black
5050,Same,Male,Liberal,Never,Several Times Daily,White
5441,Same,Male,Moderate,Some of the Time,Never,White
3139,Same,Female,Conservative,,Several Times Daily,White
4369,Same,Female,Slightly Conservative,,Once A Week Or Less,White
5758,Same,Female,Conservative,,Few Times A Week,Hispanic
1911,Same,Female,,,Few Times A Week,Hispanic
3422,Same,Female,Moderate,Some of the Time,Once A Week Or Less,White
4336,Same,Female,Conservative,,Several Times Daily,Other
1082,Same,Male,Slightly Conservative,Most Of The Time,Once Daily,White
3571,Same,Female,Moderate,,,
6555,Same,Female,Conservative,Some of the Time,Once A Week Or Less,White
3682,Same,Male,Slightly Conservative,,Never,White
502,Same,Male,Extremely Conservative,Most Of The Time,Once Daily,Other
65,Same,Male,Moderate,,Never,White
6042,Same,Female,Slightly Liberal,,Few Times A Week,White
4148,Same,Male,Slightly Conservative,Half of the Time,Few Times A Week,Other
1085,Same,Female,Extremely Conservative,Never,Several Times Daily,White
3382,Same,Female,Moderate,,Several Times Daily,White
1596,Same,Male,Moderate,Half of the Time,Few Times A Week,White
91,Same,Male,Extremely Conservative,Some of the Time,Several Times Daily,White
131,Same,Male,Liberal,Most Of The Time,Once Daily,White
6250,Same,Female,Extremely Conservative,,Once A Week Or Less,Other
386,Same,Female,Moderate,,Once A Week Or Less,White
6281,Same,Female,Extremely Conservative,,Several Times Daily,Hispanic
6634,Same,Female,Moderate,,Never,White
6766,Same,Male,Conservative,,Several Times Daily,Hispanic
991,Same,Female,,,Few Times A Week,Black
4100,Same,Male,Conservative,Most Of The Time,Never,White
3140,Same,Male,Slightly Liberal,,Few Times A Week,Other
5012,Same,Female,Conservative,,Several Times Daily,Black
4650,Same,Female,Conservative,Some of the Time,Few Times A Week,White
3051,Same,Female,Liberal,,Once Daily,White
887,Same,Male,Moderate,,Once Daily,Black
3488,Same,Female,Slightly Conservative,Some of the Time,Several Times Daily,White
1407,Same,Male,Slightly Conservative,,Few Times A Week,Hispanic
3469,Same,Male,Moderate,,Few Times A Week,Hispanic
619,Same,Female,Slightly Liberal,Most Of The Time,Several Times Daily,Black
4846,Same,Male,Conservative,,Few Times A Week,White
1432,Same,Male,Slightly Liberal,,Several Times Daily,Black
3272,Same,Female,Slightly Conservative,,Once A Week Or Less,White
4756,Same,Male,Moderate,,Once A Week Or Less,Other
1679,Same,Male,Slightly Conservative,,Few Times A Week,White
6592,Same,Female,Conservative,Some of the Time,Once Daily,White
3482,Same,Female,Conservative,Most Of The Time,Few Times A Week,Hispanic
3483,Same,Male,Liberal,,Once Daily,White
3707,Same,Male,Conservative,,Few Times A Week,White
1643,Same,Female,Conservative,Half of the Time,Several Times Daily,White
4685,Same,Male,Slightly Conservative,Never,Never,White
449,Same,Female,Conservative,,Once Daily,White
5599,Same,Male,Extremely Conservative,,Several Times Daily,White
1660,Same,Female,,,Several Times Daily,White
1466,Same,Female,Conservative,Half of the Time,Once Daily,Hispanic
5512,Same,Female,Conservative,Some of the Time,Several Times Daily,White
696,Same,Female,Moderate,Half of the Time,Few Times A Week,Hispanic
1714,Same,Female,,,Several Times Daily,Hispanic
1252,Same,Male,Moderate,Some of the Time,Never,Other
3506,Same,Female,Moderate,,Once Daily,White
5243,Same,Male,Moderate,Never,Several Times Daily,White
4765,Same,Male,Moderate,Some of the Time,Once Daily,White
6149,Same,Male,Liberal,Always,Never,White
4519,Same,Male,Moderate,Half of the Time,Few Times A Week,Hispanic
3505,Same,Female,Slightly Liberal,,Never,White
633,Same,Male,Slightly Liberal,,Few Times A Week,Hispanic
1973,Same,Female,Liberal,Most Of The Time,Never,Hispanic
2007,Same,Female,Liberal,,Few Times A Week,White
3471,Same,Female,Slightly Conservative,Some of the Time,Once Daily,White
6547,Same,Male,Conservative,,Never,White
3516,Same,Male,,Half of the Time,Few Times A Week,White
5236,Same,Male,Slightly Liberal,,Never,Other
3055,Same,Female,Moderate,,Once Daily,White
2031,Same,Female,Moderate,,Few Times A Week,White
4049,Same,Male,Liberal,,Never,White
15,Same,Female,Conservative,Some of the Time,Few Times A Week,White
6579,Same,Female,Conservative,Most Of The Time,Several Times Daily,White
4263,Same,Male,Moderate,,Never,Hispanic
980,Same,Male,Slightly Liberal,,Several Times Daily,Black
5394,Same,Female,Slightly Conservative,Half of the Time,Several Times Daily,White
3049,Same,Male,Moderate,Some of the Time,Once A Week Or Less,White
6244,Same,Female,Moderate,,Few Times A Week,Other
6433,Same,Male,Moderate,Half of the Time,Few Times A Week,Hispanic
1185,Same,Female,Liberal,,Few Times A Week,Other
4602,Same,Male,Conservative,Some of the Time,Few Times A Week,White
5190,Same,Male,Conservative,,Never,White
1602,Same,Male,Moderate,,Few Times A Week,White
3672,Same,Female,Conservative,Some of the Time,Several Times Daily,White
441,Same,Male,Liberal,Half of the Time,Few Times A Week,Hispanic
4031,Same,Female,Extremely Conservative,Some of the Time,Several Times Daily,Hispanic
3046,Same,Male,Liberal,,Never,White
4164,Same,Male,Moderate,,Once A Week Or Less,Black
6695,Same,Female,Moderate,Half of the Time,Once A Week Or Less,White
726,Same,Female,Slightly Conservative,Some of the Time,Once Daily,White
1642,Same,Male,Slightly Liberal,Half of the Time,Few Times A Week,White
3129,Same,Male,Slightly Conservative,,Several Times Daily,Black
5613,Same,Male,Conservative,Never,Few Times A Week,White
4398,Same,Female,Moderate,Some of the Time,Few Times A Week,White
1365,Same,Male,,Some of the Time,Few Times A Week,Black
4374,Same,Female,Conservative,,Several Times Daily,White
6502,Same,Male,Moderate,Most Of The Time,Once A Week Or Less,White
4556,Same,Female,Moderate,Half of the Time,Never,White
162,Same,Female,Moderate,Never,Several Times Daily,White
1633,Same,Male,Slightly Liberal,,Once Daily,Hispanic
5881,Same,Male,Liberal,,Few Times A Week,Hispanic
83,Same,Male,Liberal,Most Of The Time,Few Times A Week,White
3693,Same,Male,Conservative,,Several Times Daily,White
1629,Same,Female,,,Once Daily,Other
6714,Same,Male,Slightly Conservative,,Few Times A Week,White
3715,Same,Male,Moderate,,Several Times Daily,Black
626,Same,Male,Conservative,,Several Times Daily,Hispanic
1764,Same,Female,Moderate,,Once A Week Or Less,White
6837,Same,Male,Conservative,,Few Times A Week,Hispanic
114,Same,Male,Conservative,Half of the Time,Several Times Daily,Hispanic
4218,Same,Male,Conservative,Some of the Time,Once Daily,White
1620,Same,Female,Conservative,,Once A Week Or Less,White
209,Same,Male,Slightly Conservative,,Several Times Daily,White
1410,Same,Female,Moderate,Some of the Time,Several Times Daily,Hispanic
5707,Same,Female,Slightly Liberal,,Never,White
1616,Same,Male,Conservative,Some of the Time,Several Times Daily,White
3074,Same,Male,Moderate,,Several Times Daily,Black
3176,Same,Female,Slightly Liberal,,Once Daily,White
120,Same,Female,Conservative,Some of the Time,Several Times Daily,White
1006,Same,Male,Conservative,Never,Several Times Daily,Black
5883,Same,Male,Moderate,,Never,Hispanic
1486,Same,Female,Extremely Liberal,Half of the Time,Several Times Daily,Black
4484,Same,Male,Moderate,,Once A Week Or Less,White
4926,Same,Female,Slightly Conservative,,Once Daily,White
746,Same,Male,Slightly Liberal,,Few Times A Week,Hispanic
6581,Same,Male,Slightly Conservative,,Once A Week Or Less,White
794,Same,Female,,Most Of The Time,Once A Week Or Less,Hispanic
4328,Same,Male,Conservative,Never,Few Times A Week,Other
4577,Same,Male,Conservative,Half of the Time,Once A Week Or Less,White
1640,Same,Female,,,Few Times A Week,Other
4366,Same,Male,Liberal,,Once Daily,Black
946,Same,Female,Moderate,Most Of The Time,Once A Week Or Less,White
1604,Same,Female,Moderate,,Several Times Daily,White
5836,Same,Male,Conservative,Some of the Time,Several Times Daily,White
1710,Same,Female,,Some of the Time,Several Times Daily,Other
3843,Same,Male,Conservative,,Once Daily,White
4849,Same,Female,Moderate,Most Of The Time,Few Times A Week,Hispanic
4999,Same,Female,Slightly Conservative,Some of the Time,Few Times A Week,White
876,Same,Male,Slightly Conservative,Most Of The Time,Several Times Daily,White
629,Same,Male,Moderate,Some of the Time,Few Times A Week,Hispanic
1542,Same,Male,Extremely Conservative,Some of the Time,Once Daily,White
1096,Same,Female,Conservative,,Several Times Daily,White
49,Same,Female,Slightly Conservative,Half of the Time,Few Times A Week,White
5814,Same,Female,Slightly Conservative,,Once Daily,White
4662,Same,Female,Moderate,Some of the Time,Few Times A Week,White
3631,Same,Male,Conservative,,Several Times Daily,White
3531,Same,Male,Conservative,Some of the Time,Once A Week Or Less,Hispanic
1223,Same,Female,Moderate,,Once Daily,Black
1589,Same,Male,Slightly Conservative,Some of the Time,Few Times A Week,Other
3639,Same,Female,Moderate,,Once Daily,White
3640,Same,Male,Slightly Conservative,,Once Daily,White
3067,Same,Female,Slightly Conservative,Some of the Time,Few Times A Week,White
1806,Same,Female,Conservative,Some of the Time,Several Times Daily,White
6601,Same,Female,Moderate,,Several Times Daily,Hispanic
5913,Same,Female,Moderate,Half of the Time,Once Daily,Hispanic
5085,Same,Female,Conservative,Most Of The Time,Several Times Daily,White
1789,Same,Female,Moderate,,Once Daily,Black
3798,Same,Male,Conservative,,Several Times Daily,White
4226,Same,Male,Conservative,,Once A Week Or Less,White
1247,Same,Male,Slightly Conservative,Half of the Time,Once Daily,White
1282,Same,Male,,Most Of The Time,Several Times Daily,White
5794,Same,Male,Slightly Conservative,Half of the Time,Once A Week Or Less,White
944,Same,Male,,,Several Times Daily,White
66,Same,Female,,Never,Never,Other
6073,Same,Female,Moderate,Some of the Time,Once A Week Or Less,White
3768,Same,Male,Liberal,Half of the Time,Never,White
1956,Same,Male,Slightly Conservative,,Once Daily,Hispanic
3470,Same,Female,Moderate,,Several Times Daily,White
3620,Same,Male,Slightly Conservative,Some of the Time,Once A Week Or Less,Black
1998,Same,Male,Liberal,Half of the Time,Few Times A Week,White
3665,Same,Male,Conservative,,Once A Week Or Less,White
770,Same,Male,,Some of the Time,Few Times A Week,Hispanic
879,Same,Female,Slightly Conservative,,Several Times Daily,White
5549,Same,Female,,,,White
3669,Same,Female,Slightly Conservative,,Several Times Daily,White
5779,Same,Male,Moderate,,Once A Week Or Less,Hispanic
3036,Same,Male,Slightly Conservative,Half of the Time,Once A Week Or Less,Hispanic
5082,Same,Male,Slightly Conservative,,Several Times Daily,White
3675,Same,Male,Moderate,Some of the Time,Several Times Daily,White
4286,Same,Male,Moderate,Some of the Time,Once A Week Or Less,White
278,Same,Female,Slightly Conservative,,Once Daily,White
3734,Same,Male,Moderate,,Few Times A Week,Black
1412,Same,Male,Conservative,Some of the Time,Several Times Daily,Other
1573,Same,Female,Moderate,Half of the Time,Several Times Daily,Hispanic
3341,Same,Male,Slightly Conservative,,Few Times A Week,White
3685,Same,Male,Conservative,Always,Once Daily,White
1570,Same,Male,Slightly Conservative,Never,,
4507,Same,Male,Extremely Conservative,,Several Times Daily,White
3500,Same,Male,Conservative,Some of the Time,Once Daily,White
1567,Same,Female,Moderate,,Never,White
6617,Same,Female,Slightly Conservative,,Once Daily,Hispanic
